Volcano Number,Volcano Name,Country,Primary Volcano Type,Activity Evidence,Last Known Eruption,Region,Subregion,Latitude,Longitude,Elevation (m),Dominant Rock Type,Tectonic Setting
355110,Llullaillaco,Chile-Argentina,Stratovolcano,Eruption Observed,1877 CE,South America,"Northern Chile, Bolivia and Argentina",-24.72,-68.53,6739,Dacite,Subduction zone / Continental crust (>25 km)
355112,Corrida de Cori Volcanic Field,Chile-Argentina,Stratovolcano,Evidence Uncertain,Unknown,South America,"Northern Chile, Bolivia and Argentina",-25.083,-68.367,5451,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
355120,Lastarria,Chile-Argentina,Stratovolcano,Evidence Credible,Unknown,South America,"Northern Chile, Bolivia and Argentina",-25.168,-68.507,5706,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
355121,Cordon del Azufre,Chile-Argentina,Complex,Evidence Credible,Unknown,South America,"Northern Chile, Bolivia and Argentina",-25.336,-68.521,5481,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
355122,"Bayo Gorbea, Cerro",Chile-Argentina,Complex,Evidence Credible,Unknown,South America,"Northern Chile, Bolivia and Argentina",-25.414,-68.588,5413,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
355123,"Nevada, Sierra",Chile-Argentina,Complex,Evidence Credible,Unknown,South America,"Northern Chile, Bolivia and Argentina",-26.48,-68.58,6173,No Data (checked),Subduction zone / Continental crust (>25 km)
355124,Falso Azufre,Chile-Argentina,Complex,Evidence Uncertain,Unknown,South America,"Northern Chile, Bolivia and Argentina",-26.8,-68.37,5906,No Data (checked),Subduction zone / Continental crust (>25 km)
355125,"Incahuasi, Nevado de",Chile-Argentina,Stratovolcano(es),Evidence Uncertain,Unknown,South America,"Northern Chile, Bolivia and Argentina",-27.033,-68.296,6638,Dacite,Subduction zone / Continental crust (>25 km)
355130,"Ojos del Salado, Nevados",Chile-Argentina,Stratovolcano,Eruption Dated,750 CE,South America,"Northern Chile, Bolivia and Argentina",-27.109,-68.541,6879,Dacite,Subduction zone / Continental crust (>25 km)
355131,"Solo, El",Chile-Argentina,Stratovolcano,Evidence Credible,Unknown,South America,"Northern Chile, Bolivia and Argentina",-27.105,-68.713,6205,Dacite,Subduction zone / Continental crust (>25 km)
355150,Tuzgle,Argentina,Stratovolcano,Evidence Uncertain,Unknown,South America,"Northern Chile, Bolivia and Argentina",-24.05,-66.48,5486,Dacite,Subduction zone / Continental crust (>25 km)
355160,Aracar,Argentina,Stratovolcano,Evidence Credible,Unknown,South America,"Northern Chile, Bolivia and Argentina",-24.29,-67.783,6095,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
355161,Unnamed,Argentina,Pyroclastic cone,Evidence Credible,Unknown,South America,"Northern Chile, Bolivia and Argentina",-25.078,-68.266,4652,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
355180,Antofagasta Volcanic Field,Argentina,Volcanic field,Evidence Uncertain,Unknown,South America,"Northern Chile, Bolivia and Argentina",-26.12,-67.4,3495,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
355190,"Condor, El",Argentina,Stratovolcano,Evidence Credible,Unknown,South America,"Northern Chile, Bolivia and Argentina",-26.632,-68.361,6373,No Data (checked),Subduction zone / Continental crust (>25 km)
355200,Peinado,Argentina,Stratovolcano,Evidence Credible,Unknown,South America,"Northern Chile, Bolivia and Argentina",-26.623,-68.116,5741,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
355210,"Blanco, Cerro",Argentina,Caldera,Eruption Dated,2300 BCE,South America,"Northern Chile, Bolivia and Argentina",-26.7657,-67.746,4670,Rhyolite,Subduction zone / Continental crust (>25 km)
355220,Tipas,Argentina,Complex,Evidence Credible,Unknown,South America,"Northern Chile, Bolivia and Argentina",-27.196,-68.561,6658,No Data (checked),Subduction zone / Continental crust (>25 km)
356011,Rapa Nui,Chile,Shield(s),Evidence Credible,Unknown,South America,Pacific Ocean (Chilean Islands),-27.114,-109.356,501,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km)
357010,Tupungatito,Chile-Argentina,Stratovolcano,Eruption Observed,1987 CE,South America,Central Chile and Argentina,-33.425,-69.797,5660,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
357020,San Jose,Chile-Argentina,Stratovolcano(es),Eruption Observed,1960 CE,South America,Central Chile and Argentina,-33.789,-69.895,6070,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
357021,Maipo,Chile-Argentina,Caldera,Eruption Observed,1912 CE,South America,Central Chile and Argentina,-34.164,-69.832,5323,Trachyandesite / Basaltic Trachyandesite,Subduction zone / Continental crust (>25 km)
357022,Palomo,Chile,Stratovolcano,Evidence Credible,Unknown,South America,Central Chile and Argentina,-34.608,-70.295,4860,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
357023,"Atuel, Caldera del",Argentina,Caldera,Evidence Credible,Unknown,South America,Central Chile and Argentina,-34.592,-69.921,5189,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
357024,Risco Plateado,Argentina,Stratovolcano,Evidence Uncertain,Unknown,South America,Central Chile and Argentina,-34.917,-69.981,4999,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
357030,Tinguiririca,Chile,Stratovolcano,Eruption Observed,1917 CE,South America,Central Chile and Argentina,-34.814,-70.352,4280,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
357040,Planchon-Peteroa,Chile,Stratovolcano(es),Eruption Observed,2019 CE,South America,Central Chile and Argentina,-35.223,-70.568,3977,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
357041,Infiernillo,Argentina,Volcanic field,Eruption Dated,6890 BCE,South America,Central Chile and Argentina,-35.123,-69.9,3007,Andesite / Basaltic Andesite,Intraplate / Continental crust (>25 km)
357042,Calabozos,Chile,Caldera,Evidence Credible,Unknown,South America,Central Chile and Argentina,-35.558,-70.496,3508,Dacite,Subduction zone / Continental crust (>25 km)
357050,Descabezado Grande,Chile,Stratovolcano(es),Eruption Observed,1933 CE,South America,Central Chile and Argentina,-35.58,-70.75,3953,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
357060,"Azul, Cerro",Chile,Stratovolcano,Eruption Observed,1967 CE,South America,Central Chile and Argentina,-35.653,-70.761,3788,Dacite,Subduction zone / Continental crust (>25 km)
357061,"Maule, Laguna del",Chile,Caldera,Eruption Dated,50 BCE,South America,Central Chile and Argentina,-36.058,-70.492,2162,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
357062,San Pedro-Pellado,Chile,Stratovolcano(es),Evidence Credible,Unknown,South America,Central Chile and Argentina,-35.989,-70.849,3621,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
357063,"Longavi, Nevado de",Chile,Stratovolcano,Eruption Dated,4890 BCE,South America,Central Chile and Argentina,-36.1959,-71.1641,3175,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
357064,"Blancas, Lomas",Chile,Stratovolcano,Evidence Credible,Unknown,South America,Central Chile and Argentina,-36.286,-71.009,2268,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
357065,"Resago, Volcan",Chile,Pyroclastic cone,Evidence Credible,Unknown,South America,Central Chile and Argentina,-36.4606,-70.9033,1890,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
357066,Payun Matru,Argentina,Volcanic field,Eruption Dated,5050 BCE,South America,Central Chile and Argentina,-36.422,-69.241,3715,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km)
357070,"Chillan, Nevados de",Chile,Stratovolcano,Eruption Observed,2022 CE,South America,Central Chile and Argentina,-36.868,-71.378,3180,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
357072,Tromen Volcanic Plateau,Argentina,Stratovolcano(es),Eruption Observed,1822 CE,South America,Central Chile and Argentina,-37.144,-70.033,4114,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
357080,Antuco,Chile,Stratovolcano,Eruption Observed,1869 CE,South America,Central Chile and Argentina,-37.406,-71.349,2979,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
357090,Copahue,Chile-Argentina,Stratovolcano,Eruption Observed,2021 CE,South America,Central Chile and Argentina,-37.856,-71.183,2953,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km)
357091,Callaqui,Chile,Stratovolcano,Eruption Observed,1980 CE,South America,Central Chile and Argentina,-37.92,-71.45,3164,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
357093,Tolhuaca,Chile,Stratovolcano,Evidence Credible,4000 BCE,South America,Central Chile and Argentina,-38.31,-71.645,2739,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
357100,Lonquimay,Chile,Stratovolcano,Eruption Observed,1990 CE,South America,Central Chile and Argentina,-38.379,-71.586,2832,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
357102,"Blanca, Laguna",Argentina,Volcanic field,Evidence Credible,Unknown,South America,Central Chile and Argentina,-39.02,-70.37,1700,Basalt / Picro-Basalt,Intraplate / Continental crust (>25 km)
357110,Llaima,Chile,Stratovolcano,Eruption Observed,2009 CE,South America,Central Chile and Argentina,-38.692,-71.729,3125,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
357111,Sollipulli,Chile,Caldera,Eruption Dated,1240 CE,South America,Central Chile and Argentina,-38.97,-71.52,2282,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
357112,Caburgua-Huelemolle,Chile,Volcanic field,Eruption Dated,5050 BCE,South America,Central Chile and Argentina,-39.25,-71.75,1652,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
357120,Villarrica,Chile,Stratovolcano,Eruption Observed,2024 CE,South America,Central Chile and Argentina,-39.42,-71.93,2847,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
357121,Quetrupillan,Chile,Stratovolcano,Eruption Dated,255 CE,South America,Central Chile and Argentina,-39.496,-71.722,2360,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
357122,Lanin,Chile-Argentina,Stratovolcano,Eruption Dated,560 CE,South America,Central Chile and Argentina,-39.637,-71.502,3776,Trachyandesite / Basaltic Trachyandesite,Subduction zone / Continental crust (>25 km)
357123,Huanquihue Group,Argentina,Stratovolcano(es),Eruption Dated,1750 CE,South America,Central Chile and Argentina,-39.887,-71.58,2189,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
357130,Mocho-Choshuenco,Chile,Stratovolcano(es),Eruption Observed,1937 CE,South America,Central Chile and Argentina,-39.927,-72.027,2422,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
357140,Carran-Los Venados,Chile,Pyroclastic cone(s),Eruption Observed,1979 CE,South America,Central Chile and Argentina,-40.35,-72.07,1114,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
357150,Puyehue-Cordon Caulle,Chile,Stratovolcano,Eruption Observed,2012 CE,South America,Central Chile and Argentina,-40.59,-72.117,2236,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
357153,Antillanca Volcanic Complex,Chile,Stratovolcano(es),Eruption Dated,230 BCE,South America,Central Chile and Argentina,-40.783,-72.15,1979,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
357160,Puntiagudo-Cordon Cenizos,Chile,Stratovolcano,Eruption Observed,1850 CE,South America,Central Chile and Argentina,-40.969,-72.264,2493,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
358010,Osorno,Chile,Stratovolcano,Eruption Observed,1869 CE,South America,Southern Chile and Argentina,-41.105,-72.496,2659,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
358011,Tronador,Chile-Argentina,Stratovolcano,Evidence Uncertain,Unknown,South America,Southern Chile and Argentina,-41.157,-71.885,3478,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
358012,Cayutue-La Vigueria,Chile,Volcanic field,Eruption Dated,190 BCE,South America,Southern Chile and Argentina,-41.3,-72.27,506,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
358020,Calbuco,Chile,Stratovolcano,Eruption Observed,2015 CE,South America,Southern Chile and Argentina,-41.33,-72.618,1974,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
358022,Yate,Chile,Stratovolcano,Eruption Dated,1090 CE,South America,Southern Chile and Argentina,-41.755,-72.396,2187,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
358023,Hornopiren,Chile,Stratovolcano,Eruption Dated,340 CE,South America,Southern Chile and Argentina,-41.874,-72.431,1572,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
358024,Apagado,Chile,Pyroclastic cone,Eruption Dated,590 BCE,South America,Southern Chile and Argentina,-41.88,-72.58,1210,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
358025,Crater Basalt Volcanic Field,Argentina,Volcanic field,Evidence Credible,Unknown,South America,Southern Chile and Argentina,-42.018,-70.194,1344,Trachybasalt / Tephrite Basanite,Intraplate / Continental crust (>25 km)
358030,Huequi,Chile,Lava dome(s),Eruption Observed,1920 CE,South America,Southern Chile and Argentina,-42.377,-72.578,1318,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
358040,Michinmahuida,Chile,Stratovolcano,Eruption Observed,1835 CE,South America,Southern Chile and Argentina,-42.799,-72.445,2452,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
358041,Chaiten,Chile,Caldera,Eruption Observed,2011 CE,South America,Southern Chile and Argentina,-42.8349,-72.6514,1122,Rhyolite,Subduction zone / Continental crust (>25 km)
358049,Yanteles,Chile,Stratovolcano(es),Eruption Dated,6650 BCE,South America,Southern Chile and Argentina,-43.469,-72.782,1790,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
358050,Corcovado,Chile,Stratovolcano,Eruption Dated,4920 BCE,South America,Southern Chile and Argentina,-43.189,-72.794,1826,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
358052,Melimoyu,Chile,Stratovolcano,Eruption Dated,200 CE,South America,Southern Chile and Argentina,-44.08,-72.88,2400,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
358053,Puyuhuapi,Chile,Pyroclastic cone(s),Evidence Credible,Unknown,South America,Southern Chile and Argentina,-44.3,-72.53,524,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
358054,Mentolat,Chile,Stratovolcano,Eruption Observed,1710 CE,South America,Southern Chile and Argentina,-44.7,-73.08,1660,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
358055,Cay,Chile,Stratovolcano,Evidence Uncertain,Unknown,South America,Southern Chile and Argentina,-45.059,-72.984,2090,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
358056,Maca,Chile,Stratovolcano,Eruption Dated,1560 CE,South America,Southern Chile and Argentina,-45.1,-73.17,2960,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
358057,"Hudson, Cerro",Chile,Stratovolcano,Eruption Observed,2011 CE,South America,Southern Chile and Argentina,-45.9,-72.97,1905,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
358060,Lautaro,Chile,Stratovolcano,Eruption Observed,1979 CE,South America,Southern Chile and Argentina,-49.019,-73.504,3542,Dacite,Subduction zone / Continental crust (>25 km)
358062,Aguilera,Chile,Stratovolcano,Eruption Dated,1253 BCE,South America,Southern Chile and Argentina,-50.33,-73.75,2546,Dacite,Subduction zone / Continental crust (>25 km)
358063,Reclus,Chile,Pyroclastic cone,Eruption Observed,1908 CE,South America,Southern Chile and Argentina,-50.9395,-73.5802,1403,Dacite,Subduction zone / Continental crust (>25 km)
358064,Meullin,Chile,Volcanic field,Evidence Credible,Unknown,South America,Southern Chile and Argentina,-45.22,-73.05,1080,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
358070,"Burney, Monte",Chile,Stratovolcano,Eruption Observed,1910 CE,South America,Southern Chile and Argentina,-52.33,-73.4,1758,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
358080,Pali-Aike Volcanic Field,Chile-Argentina,Volcanic field,Eruption Dated,5550 BCE,South America,Southern Chile and Argentina,-52.082,-69.698,282,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
358090,Fueguino,Chile,Lava dome(s),Eruption Observed,1820 CE,South America,Southern Chile and Argentina,-54.97,-70.262,157,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
360010,Saba,Netherlands,Stratovolcano,Eruption Observed,1640 CE,West Indies,West Indies,17.63,-63.23,887,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km)
360020,"Quill, The",Netherlands,Stratovolcano,Eruption Dated,250 CE,West Indies,West Indies,17.478,-62.96,601,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km)
360030,Liamuiga,Saint Kitts and Nevis,Stratovolcano,Eruption Dated,160 CE,West Indies,West Indies,17.37,-62.8,1156,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km)
